timestamp,latency,packet_loss,bandwidth_usage,jitter,error_rate,cpu_usage,memory_usage,network_status
2024-01-02 18:34:00,28.048,0.812,64.716,4.904,0.066,46.067,46.273,0
2024-01-02 18:35:00,24.667,0.787,47.211,8.539,0.095,43.084,41.493,0
2024-01-02 18:36:00,14.839,0.555,41.853,5.443,0.109,31.846,80.061,0
2024-01-02 18:37:00,38.013,1.485,50.966,4.183,0.199,35.56,52.209,0
2024-01-02 18:38:00,49.693,0.417,43.057,4.534,0.047,46.072,55.569,0
2024-01-02 18:39:00,26.125,0.101,81.997,4.631,0.067,46.362,54.938,0
2024-01-02 18:40:00,23.103,0.201,44.615,3.316,0.084,55.685,36.891,0
2024-01-02 18:41:00,27.805,0.417,34.249,4.893,0.068,62.136,50.689,0
2024-01-02 18:42:00,30.121,0.939,73.553,7.892,0.03,33.906,44.605,0
2024-01-02 18:43:00,21.098,0.424,41.679,7.643,-0.006,41.879,44.777,0
2024-01-02 18:44:00,26.736,0.981,62.132,3.466,0.007,37.042,54.582,0
2024-01-02 18:45:00,38.374,0.624,61.255,7.573,0.15,27.622,36.029,0
2024-01-02 18:46:00,31.315,0.84,51.08,6.573,0.101,46.361,33.514,0
2024-01-02 18:47:00,39.278,0.608,34.574,6.158,0.14,50.306,58.871,0
2024-01-02 18:48:00,32.706,0.633,48.261,5.84,0.079,26.998,43.092,0
2024-01-02 18:49:00,21.184,0.712,32.533,2.952,0.094,35.296,46.176,0
2024-01-02 18:50:00,26.061,0.352,48.016,4.173,0.181,33.643,22.136,0
2024-01-02 18:51:00,31.72,0.336,62.1,6.68,0.177,22.022,64.429,0
2024-01-02 18:52:00,19.961,0.611,75.855,2.64,0.146,40.968,57.766,0
2024-01-02 18:53:00,19.52,1.067,33.97,2.933,0.107,26.515,60.798,0
2024-01-02 18:54:00,20.158,0.049,46.005,5.665,0.122,42.076,55.651,0
2024-01-02 18:55:00,33.135,0.011,42.328,3.427,0.113,42.814,26.478,0
2024-01-02 18:56:00,27.516,0.416,54.476,6.584,0.093,45.085,53.658,0
2024-01-02 18:57:00,38.738,0.777,27.33,3.385,0.079,45.394,39.684,0
2024-01-02 18:58:00,23.034,0.499,35.017,5.464,0.161,58.332,35.661,0
2024-01-02 18:59:00,9.838,0.133,24.754,5.583,0.032,30.604,56.752,0
2024-01-02 19:00:00,29.647,0.53,29.877,4.024,0.178,29.767,74.817,0
2024-01-02 19:01:00,43.053,-0.007,40.282,4.474,0.09,47.799,72.544,0
2024-01-02 19:02:00,30.056,0.682,75.171,3.68,0.038,37.671,59.067,0
2024-01-02 19:03:00,19.266,0.399,56.436,4.967,0.073,53.522,48.312,0
2024-01-02 19:04:00,16.543,0.497,50.391,3.119,0.055,46.289,45.873,0
2024-01-02 19:05:00,39.848,0.629,70.9,4.595,0.075,62.609,36.777,0
2024-01-02 19:06:00,23.319,0.565,55.339,6.48,0.068,38.074,45.534,0
2024-01-02 19:07:00,42.061,0.328,58.015,2.715,0.069,22.91,64.05,0
2024-01-02 19:08:00,35.192,0.81,43.53,4.074,0.084,43.666,77.354,0
2024-01-02 19:09:00,23.342,0.725,40.117,6.269,0.094,38.751,37.604,0
2024-01-02 19:10:00,39.249,0.005,30.125,0.751,0.139,47.367,20.336,0
2024-01-02 19:11:00,22.765,0.414,41.749,8.715,0.09,48.305,41.529,0
2024-01-02 19:12:00,17.36,0.187,44.339,6.977,0.114,32.318,63.861,0
2024-01-02 19:13:00,23.568,0.109,54.825,1.921,0.102,28.755,80.768,0
2024-01-02 19:14:00,36.525,0.675,49.935,0.728,0.121,39.275,71.559,0
2024-01-02 19:15:00,38.251,0.403,44.283,5.048,0.1,12.394,68.426,0
2024-01-02 19:16:00,25.907,0.457,36.43,2.774,0.066,41.384,36.988,0
2024-01-02 19:17:00,15.441,0.319,54.388,6.876,0.055,34.425,37.441,0
2024-01-02 19:18:00,17.897,0.622,41.864,5.618,0.113,50.309,29.126,0
2024-01-02 19:19:00,21.745,0.682,55.839,5.382,0.164,15.268,40.564,0
2024-01-02 19:20:00,26.478,0.955,37.759,2.542,0.038,27.598,37.074,0
2024-01-02 19:21:00,10.736,0.645,63.654,5.805,0.132,52.372,69.975,0
2024-01-02 19:22:00,34.927,0.392,57.139,5.027,0.062,48.959,52.681,0
2024-01-02 19:23:00,24.157,0.639,87.134,4.21,0.118,30.44,39.051,0
2024-01-02 19:24:00,29.307,0.297,37.103,7.22,0.136,31.536,31.932,0
2024-01-02 19:25:00,35.324,0.876,47.891,3.864,0.16,46.197,31.524,0
2024-01-02 19:26:00,26.937,0.797,34.661,5.938,0.081,25.63,77.568,0
2024-01-02 19:27:00,26.402,0.593,35.695,7.235,0.114,32.484,47.667,0
2024-01-02 19:28:00,49.332,0.671,55.018,4.253,0.113,26.868,43.593,0
2024-01-02 19:29:00,12.788,0.048,53.687,1.392,0.165,27.709,47.341,0
2024-01-02 19:30:00,19.826,0.937,57.228,4.182,0.138,30.835,40.285,0
2024-01-02 19:31:00,21.198,0.463,58.125,5.411,0.168,50.398,49.313,0
2024-01-02 19:32:00,44.862,0.809,46.718,7.1,0.018,18.916,49.997,0
2024-01-02 19:33:00,24.614,0.714,45.661,4.037,0.067,44.864,49.855,0
2024-01-02 19:34:00,32.435,0.796,34.648,8.341,0.148,44.558,30.954,0
2024-01-02 19:35:00,26.294,0.182,39.769,2.403,0.13,52.085,63.984,0
2024-01-02 19:36:00,34.869,0.226,48.728,5.24,0.092,43.688,41.681,0
2024-01-02 19:37:00,30.27,1.186,52.813,4.447,0.073,35.392,40.147,0
2024-01-02 19:38:00,31.776,0.056,61.177,7.529,0.14,30.275,39.166,0
2024-01-02 19:39:00,40.167,0.174,59.492,2.066,-0.002,51.646,34.402,0
2024-01-02 19:40:00,33.034,0.519,72.669,5.679,0.135,47.423,53.967,0
2024-01-02 19:41:00,24.492,0.518,35.369,4.55,0.107,34.022,62.872,0
2024-01-02 19:42:00,32.63,0.334,45.81,8.189,0.074,50.571,39.245,0
2024-01-02 19:43:00,49.787,0.697,37.373,3.394,0.121,34.23,22.459,0
2024-01-02 19:44:00,34.601,0.758,70.312,5.836,0.079,40.175,36.251,0
2024-01-02 19:45:00,31.655,0.467,41.829,3.471,0.1,33.537,42.845,0
2024-01-02 19:46:00,18.738,0.405,67.302,5.408,0.1,47.011,30.936,0
2024-01-02 19:47:00,36.189,0.512,72.48,4.178,0.134,27.649,41.216,0
2024-01-02 19:48:00,36.819,0.347,56.22,4.242,0.105,35.983,41.027,0
2024-01-02 19:49:00,32.503,0.004,54.817,1.214,0.007,32.839,49.011,0
2024-01-02 19:50:00,31.203,0.587,50.618,5.724,0.029,44.333,27.162,0
2024-01-02 19:51:00,53.588,0.737,44.451,2.703,0.046,44.581,58.155,0
2024-01-02 19:52:00,37.17,0.455,43.528,2.826,0.122,27.421,74.385,0
2024-01-02 19:53:00,40.285,-0.001,48.634,1.868,0.132,44.062,70.532,0
2024-01-02 19:54:00,30.318,0.337,77.601,2.837,0.181,21.81,41.063,0
2024-01-02 19:55:00,29.01,0.765,35.59,5.88,0.05,65.742,58.361,0
2024-01-02 19:56:00,35.019,0.074,51.74,5.715,0.169,34.092,58.601,0
2024-01-02 19:57:00,29.501,0.706,60.954,6.187,0.002,52.492,48.954,0
2024-01-02 19:58:00,29.538,0.365,45.248,3.102,0.099,42.546,52.366,0
2024-01-02 19:59:00,34.235,0.483,55.584,5.429,0.114,43.58,60.66,0
2024-01-02 20:00:00,25.379,0.291,28.432,3.58,0.114,25.644,63.513,0
2024-01-02 20:01:00,32.321,0.152,69.684,7.024,0.083,50.174,37.381,0
2024-01-02 20:02:00,30.297,0.946,66.704,5.971,0.109,39.84,61.534,0
2024-01-02 20:03:00,38.077,0.722,48.781,3.805,0.038,46.289,76.089,0
2024-01-02 20:04:00,24.765,0.705,35.188,7.04,0.144,39.521,62.519,0
2024-01-02 20:05:00,14.247,0.749,62.91,5.989,0.116,41.762,73.579,0
2024-01-02 20:06:00,27.131,0.658,34.207,2.239,0.12,29.421,10.462,0
2024-01-02 20:07:00,33.592,0.772,35.617,1.792,0.086,37.882,59.765,0
2024-01-02 20:08:00,38.05,0.308,49.505,2.251,0.082,34.185,53.462,0
2024-01-02 20:09:00,24.218,0.912,72.608,8.226,0.132,31.703,64.877,0
2024-01-02 20:10:00,34.567,0.867,58.802,3.036,0.178,42.035,33.926,0
2024-01-02 20:11:00,39.459,0.633,41.191,8.869,0.031,45.484,42.917,0
2024-01-02 20:12:00,35.642,0.424,25.456,2.86,0.029,42.79,63.029,0
2024-01-02 20:13:00,23.263,0.14,50.96,2.717,0.115,38.923,34.195,0
2024-01-02 20:14:00,24.107,0.56,54.022,6.771,0.088,45.553,53.134,0
2024-01-02 20:15:00,32.996,1.016,49.134,6.827,0.106,43.543,48.623,0
2024-01-02 20:16:00,42.574,0.134,76.701,6.032,0.099,40.824,47.195,0
2024-01-02 20:17:00,30.482,0.775,49.897,6.241,0.135,41.839,58.339,0
2024-01-02 20:18:00,28.9,0.337,15.554,3.338,0.085,53.904,32.6,0
2024-01-02 20:19:00,18.367,0.372,43.573,6.572,0.042,25.037,39.219,0
2024-01-02 20:20:00,26.882,0.137,57.66,5.507,0.061,36.995,47.268,0
2024-01-02 20:21:00,23.816,0.268,55.782,4.387,0.094,44.093,32.084,0
2024-01-02 20:22:00,30.561,0.689,47.336,5.209,0.039,20.966,69.226,0
2024-01-02 20:23:00,17.718,0.723,45.928,7.033,0.097,56.729,37.838,0
2024-01-02 20:24:00,26.756,0.542,20.515,5.866,0.099,43.088,61.277,0
2024-01-02 20:25:00,21.996,0.352,51.834,0.713,0.078,51.36,37.077,0
2024-01-02 20:26:00,37.764,0.165,43.857,6.83,0.106,53.014,60.884,0
2024-01-02 20:27:00,22.746,0.509,54.039,6.579,0.019,45.82,26.486,0
2024-01-02 20:28:00,25.316,0.409,56.615,4.351,0.047,12.892,72.449,0
2024-01-02 20:29:00,31.897,0.56,68.275,5.342,0.043,41.255,66.704,0
2024-01-02 20:30:00,26.866,0.404,35.798,5.208,0.144,42.498,41.849,0
2024-01-02 20:31:00,48.704,0.422,30.563,1.11,0.217,28.158,36.72,0
2024-01-02 20:32:00,37.156,0.528,41.881,4.303,0.057,18.067,57.337,0
2024-01-02 20:33:00,30.117,0.605,39.544,4.229,0.09,45.935,27.238,0
2024-01-02 20:34:00,32.862,0.878,38.253,4.675,0.066,24.873,50.395,0
2024-01-02 20:35:00,11.431,0.398,70.665,3.956,0.11,64.873,37.45,0
2024-01-02 20:36:00,40.339,0.646,53.999,6.22,0.069,43.671,45.94,0
2024-01-02 20:37:00,34.583,1.035,79.567,3.424,0.112,55.262,40.509,0
2024-01-02 20:38:00,29.262,0.674,50.864,6.919,0.134,39.875,37.343,0
2024-01-02 20:39:00,34.648,0.821,30.536,6.218,0.035,49.524,75.355,0
2024-01-02 20:40:00,36.096,0.296,37.678,7.754,0.116,40.693,61.72,0
2024-01-02 20:41:00,27.278,0.311,64.271,8.602,0.008,52.185,26.716,0
2024-01-02 20:42:00,32.692,0.459,32.346,8.442,0.088,15.936,36.121,0
2024-01-02 20:43:00,38.626,0.504,58.406,2.663,0.085,50.163,62.396,0
2024-01-02 20:44:00,33.808,0.833,44.398,5.633,0.091,48.612,65.636,0
2024-01-02 20:45:00,28.348,0.286,37.038,3.507,0.081,38.606,28.638,0
2024-01-02 20:46:00,32.869,0.469,72.125,11.594,0.075,35.223,60.44,0
2024-01-02 20:47:00,40.643,0.828,40.446,6.251,0.088,36.671,53.241,0
2024-01-02 20:48:00,35.996,0.584,37.221,7.886,0.116,44.041,20.327,0
2024-01-02 20:49:00,21.057,0.508,48.043,5.878,0.113,54.238,42.936,0
2024-01-02 20:50:00,34.752,0.574,43.244,0.045,0.104,33.958,48.43,0
2024-01-02 20:51:00,32.745,0.159,83.344,3.593,0.076,20.549,49.792,0
2024-01-02 20:52:00,38.649,0.164,65.93,3.731,0.156,70.171,30.831,0
2024-01-02 20:53:00,30.527,0.016,41.374,4.252,0.179,47.935,38.885,0
2024-01-02 20:54:00,27.38,0.569,42.637,5.768,0.033,36.595,40.603,0
2024-01-02 20:55:00,18.517,0.766,19.066,5.974,0.109,54.395,42.628,0
2024-01-02 20:56:00,24.881,0.725,52.099,-0.015,0.074,51.982,44.404,0
2024-01-02 20:57:00,39.585,0.829,38.594,4.574,0.143,45.673,48.347,0
2024-01-02 20:58:00,31.176,0.93,51.581,4.037,0.101,34.869,53.855,0
2024-01-02 20:59:00,28.978,0.534,19.282,7.838,0.104,47.704,77.664,0
2024-01-02 21:00:00,39.878,0.504,49.738,6.307,0.124,53.255,63.195,0
2024-01-02 21:01:00,38.471,0.931,74.963,4.624,0.088,19.022,71.242,0
2024-01-02 21:02:00,23.369,0.295,50.926,5.254,0.183,43.751,42.432,0
2024-01-02 21:03:00,39.579,0.134,39.059,1.822,0.125,43.455,35.845,0
2024-01-02 21:04:00,16.965,0.399,49.276,6.26,0.147,42.577,62.021,0
2024-01-02 21:05:00,33.139,0.367,49.934,4.228,0.088,40.607,51.631,0
2024-01-02 21:06:00,32.737,0.489,81.572,3.455,0.097,54.532,60.756,0
2024-01-02 21:07:00,38.877,0.226,46.166,7.764,0.138,37.449,38.883,0
2024-01-02 21:08:00,33.315,0.598,32.88,5.721,0.134,39.514,60.039,0
2024-01-02 21:09:00,27.121,0.312,49.657,3.634,0.035,44.365,47.969,0
2024-01-02 21:10:00,28.959,0.87,52.274,3.906,0.111,38.564,44.286,0
2024-01-02 21:11:00,50.821,0.145,57.313,5.751,0.123,22.451,43.943,0
2024-01-02 21:12:00,30.577,0.444,62.028,5.841,0.092,42.082,58.04,0
2024-01-02 21:13:00,34.494,0.401,79.085,5.165,0.118,42.617,61.406,0
2024-01-02 21:14:00,13.687,0.564,40.762,2.576,0.097,35.323,44.61,0
2024-01-02 21:15:00,22.771,0.777,38.859,2.813,0.001,38.705,55.223,0
2024-01-02 21:16:00,34.812,0.571,23.547,3.25,0.033,6.023,55.516,0
2024-01-02 21:17:00,16.571,0.468,59.195,4.673,0.148,54.289,61.449,0
2024-01-02 21:18:00,33.914,0.729,36.708,5.015,0.085,51.689,64.398,0
2024-01-02 21:19:00,24.915,0.763,63.538,4.752,0.11,23.129,77.256,0
2024-01-02 21:20:00,21.858,0.6,42.326,4.545,0.103,32.148,41.376,0
2024-01-02 21:21:00,23.669,0.597,75.439,8.641,0.057,57.051,72.599,0
2024-01-02 21:22:00,42.169,0.685,28.22,6.745,0.078,26.407,52.951,0
2024-01-02 21:23:00,32.573,0.014,65.768,7.548,0.115,44.764,33.712,0
2024-01-02 21:24:00,22.044,0.415,63.297,5.923,0.119,33.381,39.11,0
2024-01-02 21:25:00,35.9,0.622,59.118,5.25,0.211,45.186,57.513,0
2024-01-02 21:26:00,36.627,0.399,32.658,5.72,0.081,40.251,60.318,0
2024-01-02 21:27:00,27.454,0.408,58.533,5.472,0.185,36.421,34.885,0
2024-01-02 21:28:00,37.598,0.617,50.585,6.59,0.056,45.684,39.025,0
2024-01-02 21:29:00,38.009,0.617,21.963,3.164,0.124,34.16,42.389,0
2024-01-02 21:30:00,36.486,0.629,72.762,6.397,0.113,19.091,37.812,0
2024-01-02 21:31:00,25.047,0.258,43.988,5.496,0.094,28.445,21.902,0
2024-01-02 21:32:00,20.927,0.074,72.431,1.356,0.098,26.68,16.833,0
2024-01-02 21:33:00,16.772,0.727,48.902,5.068,0.069,20.706,44.793,0
2024-01-02 21:34:00,24.8,0.291,63.025,2.288,0.146,43.604,53.731,0
2024-01-02 21:35:00,26.42,0.251,38.604,3.87,0.059,37.538,59.349,0
2024-01-02 21:36:00,28.142,0.228,53.349,4.717,0.119,44.38,29.884,0
2024-01-02 21:37:00,29.645,0.859,52.16,1.927,0.141,46.187,29.024,0
2024-01-02 21:38:00,43.741,0.562,46.129,4.813,0.17,49.264,42.024,0
2024-01-02 21:39:00,27.462,0.616,37.704,5.223,0.148,45.217,49.078,0
2024-01-02 21:40:00,29.699,0.693,9.776,6.201,0.13,27.58,64.74,0
2024-01-02 21:41:00,15.033,0.493,35.849,4.051,0.067,46.43,60.404,0
2024-01-02 21:42:00,47.696,0.815,60.931,5.42,0.063,41.45,43.788,0
2024-01-02 21:43:00,18.714,0.13,28.349,4.726,0.043,66.075,56.179,0
2024-01-02 21:44:00,24.379,0.172,33.108,4.187,0.039,40.505,38.065,0
2024-01-02 21:45:00,36.096,0.156,27.895,1.639,0.104,45.424,52.042,0
2024-01-02 21:46:00,31.254,0.629,52.794,4.748,0.065,38.968,48.931,0
2024-01-02 21:47:00,43.197,0.658,35.591,6.604,0.16,41.351,70.759,0
2024-01-02 21:48:00,36.027,0.346,67.358,3.131,0.07,39.99,57.97,0
2024-01-02 21:49:00,29.675,0.429,60.937,4.738,0.105,34.844,38.529,0
2024-01-02 21:50:00,38.055,0.902,52.85,4.928,0.084,41.788,38.679,0
2024-01-02 21:51:00,38.851,0.306,54.202,7.112,0.031,46.134,43.209,0
2024-01-02 21:52:00,24.485,0.599,40.096,5.247,0.15,35.646,27.067,0
2024-01-02 21:53:00,38.179,0.292,39.012,5.603,0.137,49.997,46.99,0
2024-01-02 21:54:00,27.54,0.858,60.673,5.163,0.142,49.344,47.841,0
2024-01-02 21:55:00,28.687,0.702,61.632,3.99,0.13,28.909,57.573,0
2024-01-02 21:56:00,30.961,0.081,61.153,2.757,0.061,29.787,59.606,0
2024-01-02 21:57:00,26.565,0.425,45.188,4.471,0.063,45.239,50.992,0
2024-01-02 21:58:00,26.507,-0.006,43.989,5.771,0.119,32.565,25.395,0
2024-01-02 21:59:00,38.442,0.775,35.416,5.369,0.179,27.332,30.973,0
2024-01-02 22:00:00,17.289,1.122,61.646,8.145,0.119,60.698,41.955,0
2024-01-02 22:01:00,21.449,0.01,19.504,6.671,0.152,28.365,60.474,0
2024-01-02 22:02:00,35.395,0.069,17.283,7.56,0.075,21.43,58.704,0
2024-01-02 22:03:00,29.283,0.53,21.053,0.849,0.155,29.592,46.695,0
2024-01-02 22:04:00,37.303,0.498,17.356,7.909,0.08,42.332,85.592,0
2024-01-02 22:05:00,32.609,0.386,69.878,5.583,0.11,41.48,72.94,0
2024-01-02 22:06:00,19.077,-0.013,61.742,5.868,0.081,62.157,68.686,0
2024-01-02 22:07:00,30.755,0.596,31.645,6.858,0.145,29.824,61.115,0
2024-01-02 22:08:00,34.444,0.784,47.276,5.078,0.144,42.247,57.541,0
2024-01-02 22:09:00,31.254,1.338,71.698,2.944,0.025,53.493,57.428,0
2024-01-02 22:10:00,26.099,0.888,57.063,7.837,0.166,31.669,22.991,0
2024-01-02 22:11:00,27.609,0.13,82.741,3.489,0.219,48.289,34.063,0
2024-01-02 22:12:00,26.299,0.499,49.153,3.096,0.087,17.57,47.064,0
2024-01-02 22:13:00,19.515,0.671,41.221,4.662,0.093,61.667,51.789,0
2024-01-02 22:14:00,17.869,0.293,34.385,4.232,0.16,52.21,47.721,0
2024-01-02 22:15:00,32.81,0.745,50.509,4.987,0.103,33.066,53.431,0
2024-01-02 22:16:00,22.877,0.708,63.385,4.798,0.103,49.745,16.033,0
2024-01-02 22:17:00,34.749,0.879,52.482,7.579,0.198,55.6,58.103,0
2024-01-02 22:18:00,25.433,0.744,44.888,5.993,0.037,25.194,49.777,0
2024-01-02 22:19:00,19.575,0.59,67.912,3.144,0.061,33.019,46.568,0
2024-01-02 22:20:00,26.653,0.318,57.248,3.597,0.122,55.629,64.116,0
2024-01-02 22:21:00,46.701,0.108,47.35,4.232,0.017,41.119,34.09,0
2024-01-02 22:22:00,29.184,0.553,36.962,4.082,0.081,45.455,47.963,0
2024-01-02 22:23:00,34.456,0.385,46.475,3.827,0.078,39.845,53.202,0
2024-01-02 22:24:00,31.326,0.406,56.163,2.714,0.149,50.336,38.784,0
2024-01-02 22:25:00,18.528,0.83,37.728,5.548,0.135,46.261,20.924,0
2024-01-02 22:26:00,40.933,0.918,31.524,4.231,0.016,42.079,33.346,0
2024-01-02 22:27:00,28.981,0.147,42.657,3.086,0.063,15.168,50.044,0
2024-01-02 22:28:00,19.64,0.435,48.727,6.024,0.067,47.366,46.55,0
2024-01-02 22:29:00,25.907,0.37,71.589,6.818,0.084,48.357,48.525,0
2024-01-02 22:30:00,28.202,0.578,31.454,4.612,0.045,25.569,40.474,0
2024-01-02 22:31:00,36.287,-0.003,52.288,8.562,0.122,24.591,29.272,0
2024-01-02 22:32:00,24.091,0.065,46.18,9.363,0.061,45.762,51.682,0
2024-01-02 22:33:00,50.838,0.464,46.111,6.042,0.13,43.116,47.447,0
2024-01-02 22:34:00,22.123,0.731,72.591,3.996,0.099,16.468,58.925,0
2024-01-02 22:35:00,35.184,0.532,50.409,5.713,0.053,29.714,39.452,0
2024-01-02 22:36:00,13.879,0.702,36.55,2.635,0.174,43.097,19.536,0
2024-01-02 22:37:00,29.449,0.594,63.5,3.276,0.172,48.587,11.222,0
2024-01-02 22:38:00,32.898,0.886,62.318,1.684,0.117,33.031,43.971,0
2024-01-02 22:39:00,21.352,0.909,34.545,3.76,0.091,38.109,52.008,0
2024-01-02 22:40:00,141.208,8.185,85.485,22.659,0.513,87.873,80.327,1
2024-01-02 22:41:00,121.869,10.088,93.32,50.291,0.809,91.96,94.23,1
2024-01-02 22:42:00,174.977,5.73,79.07,18.728,0.573,77.891,99.992,1
2024-01-02 22:43:00,131.161,8.516,81.606,39.929,0.618,95.276,91.083,1
2024-01-02 22:44:00,247.983,9.879,75.353,35.797,0.744,84.787,91.176,1
2024-01-02 22:45:00,111.852,13.066,87.981,49.458,0.596,91.834,85.915,1
2024-01-02 22:46:00,300.169,6.6,94.825,32.64,0.298,88.278,89.488,1
2024-01-02 22:47:00,194.873,6.599,98.593,57.663,0.813,85.74,90.218,1
2024-01-02 22:48:00,184.611,9.554,100.365,28.291,0.846,86.784,86.641,1
2024-01-02 22:49:00,153.647,8.573,82.299,50.702,0.279,90.094,95.885,1
2024-01-02 22:50:00,212.595,7.587,89.807,29.121,0.397,99.778,89.231,1
2024-01-02 22:51:00,169.666,12.899,84.392,48.902,0.985,68.711,90.037,1
2024-01-02 22:52:00,192.466,2.996,99.654,23.994,0.64,88.912,87.127,1
2024-01-02 22:53:00,222.063,3.808,97.913,38.717,0.608,85.254,87.558,1
2024-01-02 22:54:00,215.139,3.035,89.077,59.648,0.523,83.603,95.533,1
2024-01-02 22:55:00,242.751,11.72,83.652,41.454,0.405,65.944,88.79,1
2024-01-02 22:56:00,207.364,9.517,60.679,58.005,0.542,88.785,88.783,1
2024-01-02 22:57:00,134.294,3.91,77.018,39.668,0.798,83.943,89.526,1
2024-01-02 22:58:00,80.499,7.635,72.82,31.241,0.594,78.307,85.946,1
2024-01-02 22:59:00,190.587,7.857,75.688,43.297,0.731,86.047,79.338,1
2024-01-02 23:00:00,193.157,2.138,100.12,49.074,0.967,82.668,97.472,1
2024-01-02 23:01:00,276.646,8.699,78.346,11.592,0.472,71.409,94.417,1
2024-01-02 23:02:00,173.602,4.631,79.328,49.435,0.661,85.547,95.399,1
2024-01-02 23:03:00,199.924,10.016,80.675,26.838,0.809,90.124,81.629,1
2024-01-02 23:04:00,218.769,4.607,99.402,22.327,0.41,80.254,96.416,1
2024-01-02 23:05:00,204.949,8.806,87.511,47.08,0.652,87.282,100.04,1
2024-01-02 23:06:00,222.595,12.088,95.906,59.091,0.971,86.178,94.267,1
2024-01-02 23:07:00,139.518,10.719,88.606,44.091,0.529,93.622,97.448,1
2024-01-02 23:08:00,128.354,9.521,71.73,19.377,0.804,84.977,92.725,1
2024-01-02 23:09:00,166.826,7.73,99.575,29.819,0.573,91.191,82.752,1
2024-01-02 23:10:00,84.731,3.716,90.607,32.893,0.932,83.02,90.23,1
2024-01-02 23:11:00,175.511,6.382,86.75,43.266,0.298,100.431,81.835,1
2024-01-02 23:12:00,145.733,7.18,100.194,39.752,0.625,81.524,84.699,1
2024-01-02 23:13:00,203.233,7.301,84.986,48.536,0.291,80.205,89.868,1
2024-01-02 23:14:00,164.64,3.336,87.282,54.674,0.445,84.141,89.285,1
2024-01-02 23:15:00,132.524,9.126,85.101,45.64,0.469,79.184,90.781,1
2024-01-02 23:16:00,244.957,4.663,96.735,53.402,0.558,75.009,77.123,1
2024-01-02 23:17:00,184.28,12.444,94.7,36.594,0.35,90.346,86.875,1
2024-01-02 23:18:00,222.807,8.583,90.813,89.436,0.602,60.783,90.944,1
2024-01-02 23:19:00,190.266,10.726,79.313,47.698,0.696,79.485,92.743,1
2024-01-02 23:20:00,199.152,10.68,85.207,51.221,0.31,74.227,93.082,1
2024-01-02 23:21:00,112.427,14.261,79.223,66.437,0.466,86.794,89.432,1
2024-01-02 23:22:00,242.872,8.43,97.939,41.067,1.014,67.324,85.172,1
2024-01-02 23:23:00,219.161,6.867,75.006,30.447,0.663,88.738,91.138,1
2024-01-02 23:24:00,181.93,7.133,100.146,59.061,0.297,90.957,85.955,1
2024-01-02 23:25:00,189.0,12.467,98.895,60.779,0.324,72.316,93.446,1
2024-01-02 23:26:00,235.635,4.261,80.196,42.16,0.641,86.758,90.143,1
2024-01-02 23:27:00,162.981,5.41,84.895,65.817,0.606,89.002,87.655,1
2024-01-02 23:28:00,97.359,8.841,81.922,40.479,0.484,92.65,83.35,1
2024-01-02 23:29:00,165.765,7.222,92.329,53.252,0.997,72.779,94.059,1
2024-01-02 23:30:00,185.697,10.989,98.579,62.99,0.993,72.039,91.796,1
2024-01-02 23:31:00,176.572,4.05,96.907,41.516,0.559,96.685,99.911,1
2024-01-02 23:32:00,241.264,7.75,84.109,46.106,0.797,78.522,91.087,1
2024-01-02 23:33:00,129.791,7.697,97.624,55.145,0.776,81.125,91.805,1
2024-01-02 23:34:00,136.424,4.716,97.573,33.531,0.813,89.674,79.195,1
2024-01-02 23:35:00,129.194,10.417,87.175,29.29,0.468,75.916,89.962,1
2024-01-02 23:36:00,204.428,7.831,88.364,59.8,1.009,82.948,85.789,1
2024-01-02 23:37:00,100.519,7.404,100.089,44.469,0.591,92.389,92.92,1
2024-01-02 23:38:00,217.881,5.536,96.471,33.831,0.693,73.541,89.487,1
2024-01-02 23:39:00,128.641,7.073,97.567,40.813,0.612,81.262,93.847,1
2024-01-02 23:40:00,142.048,5.003,100.149,48.569,0.573,75.727,100.394,1
2024-01-02 23:41:00,274.051,10.558,92.299,16.891,0.654,78.182,82.799,1
2024-01-02 23:42:00,237.069,11.051,90.677,49.301,0.377,93.944,93.585,1
2024-01-02 23:43:00,183.361,13.212,98.581,45.857,0.307,96.053,91.522,1
2024-01-02 23:44:00,116.311,9.136,99.542,65.144,0.549,86.462,99.878,1
2024-01-02 23:45:00,282.887,7.088,83.119,36.741,0.417,89.835,92.36,1
2024-01-02 23:46:00,167.773,6.891,86.386,60.685,0.706,89.008,91.713,1
2024-01-02 23:47:00,196.154,9.546,79.624,38.889,0.698,79.964,92.944,1
2024-01-02 23:48:00,223.507,8.57,90.45,41.569,0.617,87.198,92.943,1
2024-01-02 23:49:00,86.143,7.456,95.327,43.99,0.917,74.64,96.387,1
2024-01-02 23:50:00,149.199,7.148,80.582,72.825,0.592,78.649,83.427,1
2024-01-02 23:51:00,179.853,11.425,97.785,20.748,0.31,85.396,85.886,1
2024-01-02 23:52:00,187.486,6.72,84.899,47.076,0.552,77.031,98.387,1
2024-01-02 23:53:00,116.503,12.132,83.267,40.654,0.832,74.481,76.292,1
2024-01-02 23:54:00,198.136,8.765,96.967,38.508,0.309,79.839,87.211,1
2024-01-02 23:55:00,184.62,6.63,82.479,49.059,0.581,93.519,89.25,1
2024-01-02 23:56:00,263.282,5.313,76.072,55.654,0.727,97.977,86.742,1
2024-01-02 23:57:00,227.709,7.758,94.785,47.184,0.995,83.787,97.605,1
